UID        PID  PPID  C STIME TTY          TIME CMD
profun    2396  2368  0 15:08 ?        00:00:00 /usr/bin/dbus-daemon --session --address=systemd: --nofork --nopidfile --systemd-activation --syslog-only
profun    2399  2388  0 15:08 tty2     00:00:00 /usr/lib/gnome-session/gnome-session-binary --session=ubuntu
profun    2495  2399  0 15:08 ?        00:00:00 /usr/bin/ssh-agent /usr/bin/im-launch env GNOME_SHELL_SESSION_MODE=ubuntu gnome-session --session=ubuntu
profun    2498  2368  0 15:08 ?        00:00:00 /usr/lib/at-spi2-core/at-spi-bus-launcher
profun    2503  2498  0 15:08 ?        00:00:00 /usr/bin/dbus-daemon --config-file=/usr/share/defaults/at-spi2/accessibility.conf --nofork --print-address 3
profun    2506  2368  0 15:08 ?        00:00:00 /usr/lib/at-spi2-core/at-spi2-registryd --use-gnome-session
profun    2523  2399  0 15:08 tty2     00:00:31 /usr/bin/gnome-shell
profun    2530  2368  0 15:08 ?        00:00:00 /usr/lib/gvfs/gvfsd
profun    2535  2368  0 15:08 ?        00:00:00 /usr/lib/gvfs/gvfsd-fuse /run/user/1000/gvfs -f -o big_writes
profun    2547     1  0 15:08 ?        00:00:00 /usr/bin/pulseaudio --start --log-target=syslog
root      2551     2  0 15:08 ?        00:00:00 [krfcommd]
profun    2562  2523  0 15:08 tty2     00:00:01 ibus-daemon --xim --panel disable
profun    2566  2562  0 15:08 tty2     00:00:00 /usr/lib/ibus/ibus-dconf
profun    2568     1  0 15:08 tty2     00:00:00 /usr/lib/ibus/ibus-x11 --kill-daemon
profun    2572  2368  0 15:08 ?        00:00:00 /usr/lib/ibus/ibus-portal
profun    2582  2368  0 15:08 ?        00:00:00 /usr/lib/gnome-shell/gnome-shell-calendar-server
profun    2604  2368  0 15:08 ?        00:00:00 /usr/lib/evolution/evolution-source-registry
profun    2608  2368  0 15:08 ?        00:00:00 /usr/lib/gvfs/gvfs-udisks2-volume-monitor
profun    2613  2368  0 15:08 ?        00:00:00 /usr/lib/gnome-online-accounts/goa-daemon
profun    2615  2368  0 15:08 ?        00:00:00 /usr/lib/gvfs/gvfs-goa-volume-monitor
profun    2626  2368  0 15:08 ?        00:00:00 /usr/lib/gnome-online-accounts/goa-identity-service
profun    2631  2368  0 15:08 ?        00:00:00 /usr/lib/gvfs/gvfs-afc-volume-monitor
profun    2636  2368  0 15:08 ?        00:00:00 /usr/lib/gvfs/gvfs-gphoto2-volume-monitor
profun    2640  2368  0 15:09 ?        00:00:00 /usr/lib/gvfs/gvfs-mtp-volume-monitor
profun    2644  2399  0 15:09 tty2     00:00:00 /usr/lib/gnome-settings-daemon/gsd-power
profun    2646  2399  0 15:09 tty2     00:00:00 /usr/lib/gnome-settings-daemon/gsd-print-notifications
profun    2647  2399  0 15:09 tty2     00:00:00 /usr/lib/gnome-settings-daemon/gsd-rfkill
profun    2649  2399  0 15:09 tty2     00:00:00 /usr/lib/gnome-settings-daemon/gsd-screensaver-proxy
profun    2652  2399  0 15:09 tty2     00:00:00 /usr/lib/gnome-settings-daemon/gsd-sharing
profun    2654  2399  0 15:09 tty2     00:00:00 /usr/lib/gnome-settings-daemon/gsd-smartcard
profun    2658  2399  0 15:09 tty2     00:00:00 /usr/lib/gnome-settings-daemon/gsd-xsettings
profun    2665  2399  0 15:09 tty2     00:00:00 /usr/lib/gnome-settings-daemon/gsd-wacom
profun    2669  2399  0 15:09 tty2     00:00:00 /usr/lib/gnome-settings-daemon/gsd-sound
profun    2685  2399  0 15:09 tty2     00:00:00 /usr/lib/gnome-settings-daemon/gsd-a11y-settings
profun    2686  2399  0 15:09 tty2     00:00:00 /usr/lib/gnome-settings-daemon/gsd-clipboard
profun    2687  2399  0 15:09 tty2     00:00:00 /usr/lib/gnome-settings-daemon/gsd-color
profun    2690  2399  0 15:09 tty2     00:00:00 /usr/lib/gnome-settings-daemon/gsd-datetime
profun    2691  2399  0 15:09 tty2     00:00:00 /usr/lib/gnome-settings-daemon/gsd-housekeeping
profun    2692  2399  0 15:09 tty2     00:00:00 /usr/lib/gnome-settings-daemon/gsd-keyboard
profun    2696  2399  0 15:09 tty2     00:00:00 /usr/lib/gnome-settings-daemon/gsd-media-keys
profun    2697  2399  0 15:09 tty2     00:00:00 /usr/lib/gnome-settings-daemon/gsd-mouse
profun    2724     1  0 15:09 tty2     00:00:00 /usr/lib/gnome-settings-daemon/gsd-printer
profun    2744  2399  0 15:09 tty2     00:00:01 nautilus-desktop
profun    2751  2399  0 15:09 tty2     00:00:00 /usr/lib/gnome-disk-utility/gsd-disk-utility-notify
profun    2772  2368  0 15:09 ?        00:00:00 /usr/lib/evolution/evolution-calendar-factory
profun    2775  2562  0 15:09 tty2     00:00:00 /usr/lib/ibus/ibus-engine-simple
profun    2788  2530  0 15:09 ?        00:00:00 /usr/lib/gvfs/gvfsd-trash --spawner :1.22 /org/gtk/gvfs/exec_spaw/0
profun    2817  2772  0 15:09 ?        00:00:00 /usr/lib/evolution/evolution-calendar-factory-subprocess --factory all --bus-name org.gnome.evolution.dataserver.Subprocess.Backend.Calendarx2772x2 --own-path /org/gnome/evolution/dataserver/Subprocess/Backend/Calendar/2772/2
profun    2832  2368  0 15:09 ?        00:00:00 /usr/lib/dconf/dconf-service
profun    2838  2368  0 15:09 ?        00:00:00 /usr/lib/evolution/evolution-addressbook-factory
profun    2851  2838  0 15:09 ?        00:00:00 /usr/lib/evolution/evolution-addressbook-factory-subprocess --factory all --bus-name org.gnome.evolution.dataserver.Subprocess.Backend.AddressBookx2838x2 --own-path /org/gnome/evolution/dataserver/Subprocess/Backend/AddressBook/2838/2
profun    2916     1  0 15:09 ?        00:00:15 /snap/code/9/usr/share/code/code
profun    2918  2916  0 15:09 ?        00:00:00 /snap/code/9/usr/share/code/code --type=zygote --no-sandbox
profun    2992  2918  0 15:09 ?        00:00:08 /snap/code/9/usr/share/code/code --type=renderer --no-sandbox --service-pipe-token=4029F873B38E01AAAB8104E08B71CB3E --lang=en-GB --app-path=/snap/code/9/usr/share/code/resources/app --node-integration=true --webview-tag=true --no-sandbox --background-color=#1e1e1e --num-raster-threads=2 --enable-main-frame-before-activation --enable-compositor-image-animations --service-request-channel-token=4029F873B38E01AAAB8104E08B71CB3E --renderer-client-id=5 --shared-files=v8_context_snapshot_data:100,v8_natives_data:101
profun    3013  2918  0 15:09 ?        00:00:02 /snap/code/9/usr/share/code/code --type=renderer --no-sandbox --disable-gpu-compositing --service-pipe-token=7B8A6F84A641ED6B210A1A18A57AAB37 --lang=en-GB --app-path=/snap/code/9/usr/share/code/resources/app --node-integration=true --webview-tag=true --no-sandbox --background-color=#1e1e1e --disable-blink-features=Auxclick --num-raster-threads=2 --enable-main-frame-before-activation --enable-compositor-image-animations --service-request-channel-token=7B8A6F84A641ED6B210A1A18A57AAB37 --renderer-client-id=7 --shared-files=v8_context_snapshot_data:100,v8_natives_data:101
profun    3036  2992  0 15:09 pts/0    00:00:00 /bin/bash
profun    3048  2992  0 15:09 ?        00:00:01 /snap/code/9/usr/share/code/code --nolazy --inspect=8134 /snap/code/9/usr/share/code/resources/app/out/bootstrap-fork --type=extensionHost
profun    3049  2992  0 15:09 ?        00:00:01 /snap/code/9/usr/share/code/code /snap/code/9/usr/share/code/resources/app/out/bootstrap-fork --type=watcherService
profun    3114  2399  0 15:10 tty2     00:00:05 /usr/bin/gnome-software --gapplication-service
profun    3117  2399  0 15:10 tty2     00:00:00 update-notifier
root      3135     1  0 15:10 ?        00:00:00 /usr/lib/fwupd/fwupd
profun    3248  2399  0 15:11 tty2     00:00:00 /usr/lib/deja-dup/deja-dup-monitor
profun    3338  2530  0 15:12 ?        00:00:00 /usr/lib/gvfs/gvfsd-network --spawner :1.22 /org/gtk/gvfs/exec_spaw/1
profun    3367  2530  0 15:12 ?        00:00:00 /usr/lib/gvfs/gvfsd-dnssd --spawner :1.22 /org/gtk/gvfs/exec_spaw/3
profun    3374  2918  0 15:12 ?        00:00:19 /snap/code/9/usr/share/code/code --type=renderer --no-sandbox --disable-gpu-compositing --service-pipe-token=2FA5B9670F93B0B55987EB240DA745C4 --lang=en-GB --app-path=/snap/code/9/usr/share/code/resources/app --node-integration=true --webview-tag=true --no-sandbox --background-color=#1e1e1e --num-raster-threads=2 --enable-main-frame-before-activation --enable-compositor-image-animations --service-request-channel-token=2FA5B9670F93B0B55987EB240DA745C4 --renderer-client-id=10 --shared-files=v8_context_snapshot_data:100,v8_natives_data:101
profun    3395  3374  0 15:12 ?        00:00:05 /snap/code/9/usr/share/code/code --nolazy --inspect=30525 /snap/code/9/usr/share/code/resources/app/out/bootstrap-fork --type=extensionHost
profun    3414  3374  0 15:12 ?        00:00:01 /snap/code/9/usr/share/code/code /snap/code/9/usr/share/code/resources/app/out/bootstrap-fork --type=watcherService
profun    3487  3395  0 15:12 ?        00:00:00 /home/profun/git/python_problems/venv/bin/python3.6 completion.py
profun    3493  3487  0 15:12 ?        00:00:00 /home/profun/git/python_problems/venv/bin/python3.6 lib/python/jedi/evaluate/compiled/subprocess/__main__.py lib/python
root      3668     2  0 15:15 ?        00:00:11 [kworker/u16:20-]
root      3689     2  0 15:59 ?        00:00:02 [kworker/u16:41-]
root      3693     2  0 15:59 ?        00:00:01 [kworker/u16:45-]
root      3712     2  0 15:59 ?        00:00:00 [kworker/0:4-eve]
root      3716     2  0 15:59 ?        00:00:00 [kworker/3:3-cgr]
root      3721     2  0 15:59 ?        00:00:00 [kworker/2:4-eve]
root      3748     2  0 15:59 ?        00:00:00 [kworker/u17:2-h]
root      3828  2363  0 15:59 ?        00:00:00 gdm-session-worker [pam/gdm-password]
root      3965     2  0 15:59 ?        00:00:00 [irq/27-mei_me]
root      4068   928  0 15:59 ?        00:00:00 /sbin/dhclient -d -q -sf /usr/lib/NetworkManager/nm-dhcp-helper -pf /run/dhclient-wlp7s0.pid -lf /var/lib/NetworkManager/dhclient-e93aeb81-e065-4185-96c8-182ee20d5424-wlp7s0.lease -cf /var/lib/NetworkManager/dhclient-wlp7s0.conf wlp7s0
profun    4139  2368  0 15:59 ?        00:00:00 /usr/lib/gvfs/gvfsd-metadata
profun    4164  2368  0 15:59 ?        00:00:02 /usr/lib/gnome-terminal/gnome-terminal-server
profun    4173  4164  0 15:59 pts/1    00:00:00 bash
root      4234     2  2 16:05 ?        00:00:06 [kworker/u16:0-p]
root      4258     2  0 16:06 ?        00:00:00 [kworker/1:0-eve]
profun    4273     1  6 16:07 tty2     00:00:10 /usr/lib/firefox/firefox -new-window
profun    4356  4273  1 16:07 tty2     00:00:02 /usr/lib/firefox/firefox -contentproc -childID 1 -isForBrowser -prefsLen 1 -prefMapSize 180831 -parentBuildID 20190517140819 -greomni /usr/lib/firefox/omni.ja -appomni /usr/lib/firefox/browser/omni.ja -appdir /usr/lib/firefox/browser 4273 true tab
profun    4433  4273  0 16:07 tty2     00:00:00 /usr/lib/firefox/firefox -contentproc -childID 2 -isForBrowser -prefsLen 119 -prefMapSize 180831 -parentBuildID 20190517140819 -greomni /usr/lib/firefox/omni.ja -appomni /usr/lib/firefox/browser/omni.ja -appdir /usr/lib/firefox/browser 4273 true tab
profun    4465  4273  0 16:07 tty2     00:00:01 /usr/lib/firefox/firefox -contentproc -childID 3 -isForBrowser -prefsLen 5848 -prefMapSize 180831 -parentBuildID 20190517140819 -greomni /usr/lib/firefox/omni.ja -appomni /usr/lib/firefox/browser/omni.ja -appdir /usr/lib/firefox/browser 4273 true tab
root      4539     2  0 16:07 ?        00:00:00 [kworker/0:0]
root      4540     2  0 16:07 ?        00:00:00 [kworker/2:1-eve]
profun    4543  2523  0 16:07 tty2     00:00:00 /bin/sh /snap/pycharm-community/132/bin/pycharm.sh
